Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
0,0,"Rafiki - Shaman Duelist",005,055,Amethyst,Rare,"$0.15","$0.77"
3,0,"Anna - Eager Acolyte",005,056,Amethyst,Common,"$0.06","$0.16"
2,0,"King of Hearts - Monarch of Wonderland",005,057,Amethyst,Uncommon,"$0.04","$0.21"
0,0,"Camilo Madrigal - Family Copycat",005,058,Amethyst,Legendary,"$1.12","$3.01"
4,0,"Hypnotic Strength",005,059,Amethyst,Common,"$0.05","$0.18"
2,0,"Finders Keepers",005,060,Amethyst,Uncommon,"$0.07","$0.54"
0,0,"We Know The Way",005,061,Amethyst,Rare,"$0.08","$0.60"
0,0,"Gathering Knowledge And Wisdom",005,062,Amethyst,Common,"$0.10","$0.65"
1,0,"Magical Aid",005,063,Amethyst,Uncommon,"$0.06","$0.23"
2,0,"Retrosphere",005,064,Amethyst,Common,"$0.04","$0.17"
0,0,"Half Hexwell Crown",005,065,Amethyst,Rare,"$0.08","$0.40"
0,0,"Amethyst Chromicon",005,066,Amethyst,Uncommon,"$0.15","$1.61"
0,0,"Elsa's Ice Palace - Place of Solitude",005,067,Amethyst,Rare,"$0.22","$0.95"
1,0,"The Library - A Gift for Belle",005,068,Amethyst,Uncommon,"$0.34","$5.36"
1,0,"Robin Hood - Timely Contestant",005,069,Emerald,Rare,"$0.21","$1.36"
2,0,"Shenzi - Scar's Accomplice",005,070,Emerald,Uncommon,"$0.05","$0.31"
3,0,"Little John - Camp Cook",005,071,Emerald,Uncommon,"$0.08","$0.25"
2,0,"Zazu - Advisor to Mufasa",005,072,Emerald,Common,"$0.03","$0.18"
3,0,"Ulf - Mime",005,073,Emerald,Common,"$0.02","$0.09"
3,0,"Ed - Laughing Hyena",005,074,Emerald,Common,"$0.04","$0.13"
1,0,"Flora - Good Fairy",005,075,Emerald,Common,"$0.03","$0.12"
0,0,"Merryweather - Good Fairy",005,076,Emerald,Common,"$0.04","$0.16"
3,0,"Robin Hood - Archery Contestant",005,077,Emerald,Common,"$0.07","$0.24"
0,0,"Fauna - Good Fairy",005,078,Emerald,Common,"$0.04","$0.22"
0,0,"Iago - Fake Flamingo",005,079,Emerald,Rare,"$0.13","$0.42"
0,0,"Banzai - Gluttonous Predator",005,080,Emerald,Rare,"$1.48","$5.43"
1,0,"Ed - Hysterical Partygoer",005,081,Emerald,Uncommon,"$0.05","$0.33"
0,0,"Scroop - Odious Mutineer",005,082,Emerald,Super Rare,"$0.14","$0.38"
0,0,"Prince Phillip - Swordsman of the Realm",005,083,Emerald,Super Rare,"$0.15","$0.56"
0,0,"Clarabelle - Light on Her Hooves",005,084,Emerald,Legendary,"$19.13","$28.73"
0,0,"Anna - Diplomatic Queen",005,085,Emerald,Legendary,"$9.08","$24.20"
0,0,"Clarabelle - Clumsy Guest",005,086,Emerald,Common,"$0.10","$0.51"
3,0,"Banzai - Taunting Hyena",005,087,Emerald,Common,"$0.04","$0.15"
3,0,"Robin Hood - Sneaky Sleuth",005,088,Emerald,Uncommon,"$0.09","$0.49"
0,0,"Mother Gothel - Conceited Manipulator",005,089,Emerald,Uncommon,"$0.11","$0.63"
0,0,"Clarabelle - Contented Wallflower",005,090,Emerald,Uncommon,"$0.12","$1.07"
1,0,"Shenzi - Head Hyena",005,091,Emerald,Rare,"$0.14","$0.44"
1,0,"Mother Gothel - Unwavering Schemer",005,092,Emerald,Super Rare,"$0.63","$3.54"
0,1,"Scar - Vengeful Lion",005,093,Emerald,Rare,"$0.18","$0.40"
3,0,"Hypnotic Deduction",005,094,Emerald,Common,"$0.05","$0.22"
3,0,"Night Howler Rage",005,095,Emerald,Common,"$0.04","$0.17"
1,0,"You're Welcome",005,096,Emerald,Uncommon,"$0.17","$3.11"
1,0,"Remember Who You Are",005,097,Emerald,Rare,"$0.22","$0.80"
0,0,"Prince John's Mirror",005,098,Emerald,Rare,"$0.30","$2.28"
1,0,"Obscurosphere",005,099,Emerald,Common,"$0.03","$0.16"
0,0,"Emerald Chromicon",005,100,Emerald,Uncommon,"$0.10","$0.71"
0,0,"Sherwood Forest - Outlaw Hideaway",005,101,Emerald,Rare,"$0.31","$1.23"
2,0,"Tropical Rainforest - Jaguar Lair",005,102,Emerald,Uncommon,"$0.06","$0.22"
2,0,"Taffyta Muttonfudge - Ruthless Rival",005,103,Ruby,Uncommon,"$0.05","$0.26"
0,1,"Wreck-It Ralph - Demolition Dude",005,104,Ruby,Rare,"$0.16","$0.63"
0,0,"Maximus - Team Champion",005,105,Ruby,Super Rare,"$0.38","$2.51"
2,0,"Turbo - Royal Hack",005,106,Ruby,Uncommon,"$0.06","$0.26"
0,0,"Donald Duck - Pie Slinger",005,107,Ruby,Legendary,"$2.15","$5.00"
2,0,"Rancis Fluggerbutter - Chocolate Charger",005,108,Ruby,Common,"$0.04","$0.15"
0,0,"Scar - Betrayer",005,109,Ruby,Uncommon,"$0.07","$0.32"
2,0,"Snowanna Rainbeau - Cool Competitor",005,110,Ruby,Common,"$0.04","$0.12"
2,0,"Daisy Duck - Spotless Food-Fighter",005,111,Ruby,Common,"$0.03","$0.21"
2,0,"Mickey Mouse - Enthusiastic Dancer",005,112,Ruby,Common,"$0.03","$0.13"
1,0,"Ratigan - Raging Rat",005,113,Ruby,Common,"$0.04","$0.16"
3,0,"Taffyta Muttonfudge - Crowd Favorite",005,114,Ruby,Common,"$0.04","$0.21"
0,0,"Denahi - Avenging Brother",005,115,Ruby,Rare,"$0.11","$0.30"
0,0,"Pete - Steamboat Rival",005,116,Ruby,Super Rare,"$0.16","$0.68"
2,0,"Taffyta Muttonfudge - Sour Speedster",005,117,Ruby,Uncommon,"$0.09","$0.40"
0,0,"Robin Hood - Sharpshooter",005,118,Ruby,Legendary,"$4.34","$10.10"
0,0,"Gaston - Pure Paragon",005,119,Ruby,Rare,"$0.21","$1.63"
0,0,"Pete - Pastry Chomper",005,120,Ruby,Common,"$0.04","$0.17"
1,0,"Arthur - Novice Sparrow",005,121,Ruby,Uncommon,"$0.05","$0.18"
4,0,"Donald Duck - Daisy's Date",005,122,Ruby,Common,"$0.04","$0.14"
0,0,"Ratigan - Party Crasher",005,123,Ruby,Rare,"$0.12","$0.60"
1,0,"Vanellope Von Schweetz - Random Roster Racer",005,124,Ruby,Rare,"$0.13","$0.76"
3,0,"Simba - Adventurous Successor",005,125,Ruby,Common,"$0.05","$0.18"
2,0,"Minnie Mouse - Dazzling Dancer",005,126,Ruby,Uncommon,"$0.05","$0.21"
1,0,"Break Free",005,127,Ruby,Common,"$0.03","$0.14"
0,0,"Evil Comes Prepared",005,128,Ruby,Common,"$0.04","$0.20"
0,0,"Don't Let The Frostbite Bite",005,129,Ruby,Rare,"$0.10","$0.33"
2,0,"Glimmer vs Glimmer",005,130,Ruby,Uncommon,"$0.06","$0.24"
0,0,"Who's With Me?",005,131,Ruby,Super Rare,"$0.14","$0.51"
0,0,"Potion of Might",005,132,Ruby,Common,"$0.03","$0.16"
1,0,"The Sword Released",005,133,Ruby,Rare,"$0.11","$0.86"
0,0,"Ruby Chromicon",005,134,Ruby,Uncommon,"$0.10","$1.10"
0,0,"Sugar Rush Speedway - Starting Line",005,135,Ruby,Rare,"$0.25","$0.74"
0,0,"Ratigan's Party - Seedy Back Room",005,136,Ruby,Uncommon,"$0.09","$0.28"
0,0,"King Candy - Sovereign of Sugar",005,137,Sapphire,Common,"$0.05","$0.23"
0,0,"Chaca - Impressive Daughter",005,138,Sapphire,Common,"$0.04","$0.14"
1,0,"The Queen - Cruelest of All",005,139,Sapphire,Common,"$0.05","$0.16"
0,0,"Scrooge McDuck - Afficionado of Antiquities",005,140,Sapphire,Rare,"$0.15","$0.75"
0,0,"Prince John - Opportunistic Briber",005,141,Sapphire,Common,"$0.04","$0.15"
0,0,"Merlin - Back from Bermuda",005,142,Sapphire,Common,"$0.03","$0.15"
0,0,"Pacha - Emperor's Guide",005,143,Sapphire,Uncommon,"$0.09","$0.68"
0,0,"The Queen - Fairest of All",005,144,Sapphire,Super Rare,"$0.23","$0.97"
0,1,"Sheriff Of Nottingham - Bushel Britches",005,145,Sapphire,Rare,"$0.26","$1.48"
1,0,"Chicha - Dedicated Mother",005,146,Sapphire,Rare,"$0.64","$2.06"
0,0,"Prince John - Gold Lover",005,147,Sapphire,Super Rare,"$0.37","$1.67"
0,0,"The Queen - Crown of the Council",005,148,Sapphire,Rare,"$0.16","$0.45"
1,0,"Kuzco - Selfish Emperor",005,149,Sapphire,Super Rare,"$0.49","$4.79"
0,0,"Mufasa - Ruler of Pride Rock",005,150,Sapphire,Legendary,"$10.83","$20.54"
0,0,"Ludwig Von Drake - Self-Proclaimed Genius",005,151,Sapphire,Uncommon,"$0.06","$0.29"
0,0,"Minnie Mouse - Quick-Thinking Inventor",005,152,Sapphire,Common,"$0.03","$0.22"
2,0,"Basil - Practiced Detective",005,153,Sapphire,Common,"$0.05","$0.20"
0,0,"King Candy - Sweet Abomination",005,154,Sapphire,Uncommon,"$0.07","$0.25"
0,0,"Donald Duck - Focused Flatfoot",005,155,Sapphire,Common,"$0.07","$0.66"
1,0,"Tanana - Wise Woman",005,156,Sapphire,Common,"$0.03","$0.17"
0,0,"Tipo - Growing Son",005,157,Sapphire,Uncommon,"$0.82","$8.25"
0,0,"Belle - Of the Ball",005,158,Sapphire,Rare,"$0.21","$0.92"
0,0,"Merlin - Intellectual Visionary",005,159,Sapphire,Legendary,"$3.62","$8.95"
0,0,"Vision of the Future",005,160,Sapphire,Common,"$0.09","$1.99"
0,0,"Royal Tantrum",005,161,Sapphire,Rare,"$0.11","$0.44"
0,0,"Ever as Before",005,162,Sapphire,Common,"$0.07","$0.17"
0,0,"Hide Away",005,163,Sapphire,Uncommon,"$0.10","$1.70"
1,0,"All Funned Out",005,164,Sapphire,Uncommon,"$0.06","$0.22"
1,0,"Medal of Heroes",005,165,Sapphire,Common,"$0.03","$0.17"
0,0,"Basil's Magnifying Glass",005,166,Sapphire,Rare,"$0.12","$0.47"
0,0,"Merlin's Carpetbag",005,167,Sapphire,Uncommon,"$0.06","$0.15"
1,0,"Sapphire Chromicon",005,168,Sapphire,Uncommon,"$0.05","$0.28"
0,0,"The Great Illuminary - Radiant Ballroom",005,169,Sapphire,Rare,"$0.18","$0.42"
0,0,"Merlin's Cottage - The Wizard's Home",005,170,Sapphire,Uncommon,"$0.09","$0.35"
0,0,"Stitch - Team Underdog",005,171,Steel,Uncommon,"$0.06","$0.26"
0,0,"Jafar - Tyrannical Hypnotist",005,172,Steel,Legendary,"$1.63","$4.19"
3,1,"Simba - Lost Prince",005,173,Steel,Common,"$0.05","$0.19"
2,0,"Rudy - Groove Disrupter",005,174,Steel,Common,"$0.04","$0.12"
4,0,"Royal Guard - Bovine Protector",005,175,Steel,Common,"$0.03","$0.14"
1,0,"Mickey Mouse - Food Fight Defender",005,176,Steel,Common,"$0.08","$0.37"
2,0,"Sleepy - Sluggish Knight",005,177,Steel,Uncommon,"$0.09","$0.34"
4,0,"Kronk - Unlicensed Investigator",005,178,Steel,Common,"$0.03","$0.16"
2,0,"HeiHei - Protective Rooster",005,179,Steel,Common,"$0.04","$0.20"
1,0,"Sneezy - Noisy Knight",005,180,Steel,Common,"$0.07","$0.17"
0,0,"Dopey - Knight Apprentice",005,181,Steel,Common,"$0.06","$0.17"
0,0,"Namaari - Resolute Daughter",005,182,Steel,Rare,"$0.14","$0.38"
0,0,"Snow White - Fair-Hearted",005,183,Steel,Super Rare,"$0.62","$1.31"
1,0,"Yzma - Unjustly Treated",005,184,Steel,Rare,"$0.12","$0.35"
0,1,"Kronk - Head of Security",005,185,Steel,Super Rare,"$0.10","$0.46"
0,0,"Grumpy - Skeptical Knight",005,186,Steel,Super Rare,"$0.41","$0.85"
0,0,"Pete - Wrestling Champ",005,187,Steel,Rare,"$0.10","$0.42"
0,0,"Sir Ector - Castle Lord",005,188,Steel,Rare,"$0.12","$0.37"
0,0,"Bashful - Adoring Knight",005,189,Steel,Uncommon,"$0.09","$0.36"
2,0,"Arthur - Wart",005,190,Steel,Uncommon,"$0.08","$0.20"
0,0,"Happy - Lively Knight",005,191,Steel,Common,"$0.09","$0.31"
3,0,"Simba - Son of Mufasa",005,192,Steel,Uncommon,"$0.08","$0.90"
0,0,"Doc - Bold Knight",005,193,Steel,Rare,"$2.52","$6.77"
0,0,"Arthur - King Victorious",005,194,Steel,Legendary,"$1.86","$5.68"
2,0,"Pete - Games Referee",005,195,Steel,Uncommon,"$0.72","$10.95"
1,0,"Tug-of-War",005,196,Steel,Rare,"$0.18","$0.42"
3,1,"When Will My Life Begin?",005,197,Steel,Common,"$0.04","$0.18"
0,0,"Duck for Cover!",005,198,Steel,Common,"$0.03","$0.20"
2,0,"Food Fight!",005,199,Steel,Uncommon,"$0.03","$0.19"
0,0,"Shield of Arendelle",005,200,Steel,Common,"$0.04","$0.16"
0,0,"Plate Armor",005,201,Steel,Rare,"$0.10","$0.29"
0,0,"Steel Chromicon",005,202,Steel,Uncommon,"$0.06","$0.24"
0,0,"Bad-Anon - Villain Support Center",005,203,Steel,Rare,"$0.13","$0.58"
0,0,"Seven Dwarfs' Mine - Secure Fortress",005,204,Steel,Uncommon,"$0.13","$0.59"
0,0,"Prince Naveen - Ukulele Player",005,205,Amber,Enchanted,"$150.42","$150.42"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",005,206,Amber,Enchanted,"$80.04","$80.04"
0,0,"Revive",005,207,Amber,Enchanted,"$38.75","$38.75"
0,0,"Archimedes - Electrified Owl",005,208,Amethyst,Enchanted,"$56.82","$56.82"
0,0,"Olaf - Happy Passenger",005,209,Amethyst,Enchanted,"$76.38","$76.38"
0,0,"Finders Keepers",005,210,Amethyst,Enchanted,"$50.48","$50.48"
0,0,"Clarabelle - Light on Her Hooves",005,211,Emerald,Enchanted,"$127.54","$127.54"
0,0,"Scar - Vengeful Lion",005,212,Emerald,Enchanted,"$97.19","$97.19"
0,0,"You're Welcome",005,213,Emerald,Enchanted,"$95.30","$95.30"
0,0,"Donald Duck - Pie Slinger",005,214,Ruby,Enchanted,"$68.44","$68.44"
0,0,"Robin Hood - Sharpshooter",005,215,Ruby,Enchanted,"$99.13","$99.13"
0,0,"Ratigan's Party - Seedy Back Room",005,216,Ruby,Enchanted,"$29.50","$29.50"
0,0,"Mufasa - Ruler of Pride Rock",005,217,Sapphire,Enchanted,"$285.34","$285.34"
0,0,"King Candy - Sweet Abomination",005,218,Sapphire,Enchanted,"$50.82","$50.82"
0,0,"Royal Tantrum",005,219,Sapphire,Enchanted,"$42.23","$42.23"
0,0,"Snow White - Fair-Hearted",005,220,Steel,Enchanted,"$94.79","$94.79"
0,0,"Arthur - King Victorious",005,221,Steel,Enchanted,"$66.62","$66.62"
0,0,"Bad-Anon - Villain Support Center",005,222,Steel,Enchanted,"$29.91","$29.91"
0,0,"Half Hexwell Crown",005,223,Amethyst,Rare,"$0.96","$0.96"
0,0,"Dragon Fire",C1,P001,Ruby,Promo,"$44.28","$44.28"
0,0,"Let it Go",C1,P002,Sapphire,Promo,"$778.11","$778.11"
0,0,"Cinderella - Stouthearted",C1,P003,Steel,Promo,"$112.53","$1,091.66"
0,0,"Rapunzel - Gifted with Healing",C1,P004,Amber,Promo,"$109.91",
0,0,"Mickey Mouse - Brave Little Tailor",D23,P001,Ruby,Promo,"$65.22","$65.22"
0,0,"Cinderella - Stouthearted",D23,P002,Steel,Promo,"$50.06","$50.06"
0,0,"Ursula - Deceiver",D23,P003,Emerald,Promo,"$83.75","$83.75"
0,0,"Bruno Madrigal - Undetected Uncle",D23,P004,Amethyst,Promo,"$31.06","$31.06"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",D23,P005,Amber,Promo,"$29.52","$29.52"
0,0,"Cinderella - Knight in Training",P1,P14,Steel,Promo,"$1.19","$1.19"
0,0,"Bucky - Squirrel Squeak Tutor",P1,P15,Emerald,Promo,"$3.15","$3.15"
0,0,"Minnie Mouse - Wide-Eyed Diver",P1,P16,Ruby,Promo,"$1.05","$1.05"
0,0,"Robin Hood - Capable Fighter",P1,P17,Steel,Promo,"$1.90","$1.90"
0,0,"Mickey Mouse - Friendly Face",P1,P18,Amber,Promo,"$5.70","$5.70"
0,0,"Elsa - Gloves Off",P1,P19,Amethyst,Promo,"$12.41","$12.41"
0,0,"Genie - Powers Unleashed",P1,P20,Emerald,Promo,"$3.89","$3.89"
0,0,"Stitch - Abomination",P1,P21,Ruby,Promo,"$9.76","$9.76"
0,0,"Maleficent - Uninvited",P1,P22,Sapphire,Promo,"$3.02","$3.02"
0,0,"Maui - Demigod",P1,P23,Steel,Promo,"$3.17","$3.17"
0,0,"Gaston - Arrogant Hunter",P1,P24,Ruby,Promo,"$42.75","$42.75"
0,0,"Kit Cloudkicker - Tough Guy",P1,P026,Emerald,Promo,"$1.62","$1.62"
0,0,"Jolly Roger - Hook's Ship",P1,P027,Ruby,Promo,"$0.70","$0.70"
0,0,"How Far I'll Go",P1,P028,Sapphire,Promo,"$3.02","$3.02"
0,0,"John Silver - Greedy Treasure Seeker",P1,P029,Steel,Promo,"$3.13","$3.13"
0,0,"Stitch - Rock Star",P1,P30,Amber,Promo,"$344.73","$344.73"
0,0,"Rapunzel - Gifted Artist",P1,P31,Amber,Promo,"$53.47","$53.47"
0,0,"Pinocchio - Talkative Puppet",P1,P32,Amethyst,Promo,"$61.95","$61.95"
0,0,"Four Dozen Eggs",P1,P33,Sapphire,Promo,"$64.61","$64.61"
0,0,"Mickey Mouse - Leader of the Band",P1,P034,Amber,Promo,"$1.13","$1.13"
0,0,"Ursula's Lair - Eye of the Storm",P1,P035,Amethyst,Promo,"$0.66","$0.66"
0,0,"Hidden Inkcaster",P1,P036,Emerald,Promo,"$0.45","$0.45"
0,0,"Mulan - Enemy of Entanglement",P1,P037,Ruby,Promo,"$0.60","$0.60"
0,0,"Ursula - Sea Witch Queen",P1,P038,Amethyst,Promo,"$100.43","$100.43"
0,0,"Scrooge McDuck - Uncle Moneybags",P1,P039,Sapphire,Promo,"$7.37","$7.37"
0,0,"Flotsam & Jetsam - Entangling Eels",P1,P040,Amethyst,Promo,"$3.50","$3.50"
0,0,"Prince John - Gold Lover",P2,P001,Sapphire,Promo,"$32.73","$32.73"
0,0,"Kristoff - Reindeer Keeper",P2,P002,Amber,Promo,"$13.85","$13.85"
0,0,"Nala - Mischievous Cub",P2,P003,Amber,Promo,"$0.53","$0.53"
0,0,"Finders Keepers",P2,P004,Amethyst,Promo,"$1.03","$1.03"
0,0,"Chicha - Dedicated Mother",P2,P005,Sapphire,Promo,"$1.32","$1.32"
0,0,"Stitch - Team Underdog",P2,P006,Steel,Promo,"$1.63","$1.63"
0,0,"Mirabel Madrigal - Family Gatherer",P2,P007,Amber,Promo,,
